0,0,30,0
30,0,30,20
30,20,20,20
20,20,20,10
20,10,10,10
10,10,10,20
10,20,0,20
0,20,0,0
5.5,7.75,5.5,8.25
5.5,8.25,4.5,8.25
4.5,8.25,4.5,7.75
4.5,7.75,5.5,7.75
15.5,5,15.5,6
15.5,6,14.5,6
14.5,6,14.5,5
14.5,5,15.5,5
